Unnamed: 0,recipe_name,Ingredients,Ingredients_alpha,eng_Ingredients_alpha,Ingredients_string
22,"[' Seiches en sauce tomate ', 'Sépia chtéteha ', '']",-    seiches -   huile  -  ail  -   tomates  -    persil  -    coriandre  -   oignon   -   laurier  -   thym  -    sel -   poivre noir  -   poivre rouge   ,"{'coriandre': 254, 'huile': 901, 'ail': 259, 'laurier': 305, 'sel': 778, 'oignon': 348, 'thym': 269, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'persil': 338, 'seiches': 545}","{'coriander': 254, 'cooking oil': 901, 'garlic': 259, 'laurel': 305, 'salt': 778, 'onion': 348, 'thyme': 269, 'white pepper': 399, 'tomato': 364, 'pepper': 339, 'parsley': 338, 'cuttlefish ': 545}"," 'cooking oil','garlic','laurel','salt','onion','coriander','white pepper','tomato','thyme','pepper','parsley','cuttlefish'"
0,"[' Mèchouiya', '']",-   tomates -   poivrons -    ail -   huile  olives -   persile  - cèleri - œuf   -   thon blanc     -   câpres -   citron   -  olives   -   tabel -sel  ,"{'poivrons': 339, 'cèleri': 329, 'olives': 307, 'thon blanc': 679, 'œuf': 0, 'ail': 259, 'tabel': 254, 'huile  olives': 979, 'persile': 338, 'sel': 778, 'tomates': 364, 'câpres': 414, 'citron': 240}","{'pepper': 339, 'celery ': 329, 'olive': 307, 'albacore tuna': 679, 'egg': 0, 'garlic': 259, 'coriander': 254, 'olive oil': 979, 'parsley': 338, 'salt': 778, 'tomato': 364, 'capers': 414, 'lemon': 240}  ","'celery','pepper','olive','albacore tuna','egg','garlic','coriander','olive oil','parsley','salt','tomato','capers','lemon'"
1,"[' Mekbouba', '']",-   tomates - poivrons verts -  piments verts -    ail -   huile -   sel -     carvi  ,"{'huile': 901, 'carvi': 326, 'ail': 259, 'piments verts': 362, 'sel': 778, 'tomates': 364, 'poivrons verts': 339}","{'cooking oil': 901, 'caraway ': 326, 'garlic': 259, 'capsicum': 362, 'salt': 778, 'tomato': 364, 'pepper': 339}  ","'cooking oil','caraway','garlic','capsicum','salt','tomato','pepper'"
2,"[' Poivrons grillès à la mode de nabeul', '']",-   poivrons   -  piment fort -   tomates -    ail -   huile - œuf   -   olives   -    carvi -   sel  ,"{'poivrons': 339, 'olives': 307, 'huile': 901, 'œuf': 0, 'ail': 259, 'sel': 778, 'tomates': 364, 'piment fort': 362, 'carvi': 326}","{'pepper': 339, 'olive': 307, 'cooking oil': 901, 'egg': 0, 'garlic': 259, 'salt': 778, 'tomato': 364, 'capsicum': 362, 'caraway ': 326} ","'pepper','olive','cooking oil','egg','garlic','salt','tomato','capsicum','caraway' "
3,"[' poivron rouge cuits en salade', 'slata felfel hmar', '']",-   poivron rouge -   tomates -    ail -    huile -   vinaigre -     poivre noir -     sel  ,"{'huile': 901, 'ail': 259, 'poivron rouge': 339, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'vinaigre': 322}","{'cooking oil': 901, 'garlic': 259, 'pepper': 339, 'salt': 778, 'white pepper': 399, 'tomato': 364, 'vinegar ': 322} "," 'cooking oil','garlic','pepper','white pepper','salt','vinegar','tomato'"
4,"[' Salade de carotte cuite', '']",-   carottes -   huile  olives -    ail -    persil -   vinaigre -    poivre rouge -   cumin -   sel -   piment fort    ,"{'cumin': 332, 'carottes': 368, 'ail': 259, 'huile  olives': 979, 'sel': 778, 'poivre rouge': 339, 'piment fort': 362, 'persil': 338, 'vinaigre': 322}","{'cumin': 332, 'carrot ': 368, 'garlic': 259, 'olive oil': 979, 'salt': 778, 'pepper': 339, 'capsicum': 362, 'parsley': 338, 'vinegar ': 322} "," 'cumin','carrot','garlic','olive oil','salt','pepper','capsicum','parsley','vinegar'"
5,"["" Salade de carotte râpèe à l'orange"", '']",-   carotte - oranges -   eau de fleur  oranger -   sucre     - citron -   sel  ,"{'sucre': 781, 'sel': 778, 'carotte': 368, 'eau de fleur  oranger': 121, 'oranges': 194, 'citron': 240}","{'sugar': 781, 'salt': 778, 'carrot ': 368, 'neroli oil': 121, 'bitter orange': 194, 'lemon': 240}"," 'sugar','salt','carrot','neroli oil','bitter orange','lemon'"
6,"[' Salade de mauve', '']",-   mauve -   persil -   coriandre -    cèleri -    ail -   huile  olives -   poivre rouge -    piment fort   - citron   -   olives   -jus   citron -    sel  ,"{'cèleri': 329, 'coriandre': 254, 'olives': 307, 'ail': 259, 'citron': 240, 'mauve': 298, 'huile  olives': 979, 'jus   citron': 240, 'sel': 778, 'poivre rouge': 339, 'piment fort': 362, 'persil': 338}","{'celery ': 329, 'coriander ': 254, 'olive': 307, 'garlic': 259, 'lemon': 240, 'muskmallow': 298, 'olive oil': 979, 'lemon': 240, 'salt': 778, 'pepper': 339, 'capsicum': 362, 'parsley': 338} ","'celery','coriander','olive','garlic','lemon','muskmallow','olive oil','lemon','salt','pepper','capsicum','parsley'"
7,"[' Salade de tomates et poivrons crus', '']",-   poivrons -   tomates -   persil -   vinaigre -    ail -    cumin -   huile  olives -   poivre noir - piment vert -     sel  ,"{'cumin': 332, 'poivrons': 339, 'piment vert': 362, 'ail': 259, 'huile  olives': 979, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'persil': 338, 'vinaigre': 322}","{'cumin': 332, 'pepper': 339, 'capsicum': 362, 'garlic': 259, 'olive oil': 979, 'salt': 778, 'pepper': 399, 'tomato': 364, 'parsley': 338, 'vinegar ': 322} "," 'cumin','pepper','capsicum','garlic','olive oil','salt','pepper','tomato','parsley','vinegar'  "
8,"[' Salade de tomates et poivrons cuits', '']",-   tomates -   poivrons -   piment fort -   persil   -   poivre rouge -    ail -  huile  olives - citrons   -sel  ,"{'poivrons': 339, 'citrons': 240, 'ail': 259, 'huile  olives': 979, 'sel': 778, 'tomates': 364, 'poivre rouge': 339, 'piment fort': 362, 'persil': 338}","{'pepper': 339, 'lemon': 240, 'garlic': 259, 'olive oil': 979, 'salt': 778, 'tomato': 364, 'pepper': 339, 'capsicum': 362, 'parsley': 338} ","'pepper','lemon','garlic','olive oil','salt','tomato','pepper','capsicum','parsley'"
9,"[' Salade de tomates et poivrons frits', '']",- poivrons - piments verts -   tomates - citron -    ail -   cumin  -   poivre noir -   sel -huile    ,"{'cumin': 332, 'poivrons': 339, 'huile': 901, 'ail': 259, 'piments verts': 362, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'citron': 240}","{'cumin': 332, 'pepper': 339, 'cooking oil': 901, 'garlic': 259, 'capsicum': 362, 'salt': 778, 'white pepper': 399, 'tomato': 364, 'lemon': 240}"," 'cumin','pepper','cooking oil','garlic','capsicum','salt','white pepper','tomato','lemon'"
10,"[' Salade de zaalouk', '']",-   aubergines -   courgettes -   poivrons -   tomates - piments verts -   huile -    ail -   poivre rouge -    sel  ,"{'poivrons': 339, 'huile': 901, 'aubergines': 387, 'ail': 259, 'courgettes': 968, 'piments verts': 362, 'sel': 778, 'tomates': 364, 'poivre rouge': 339}","{'pepper': 339, 'cooking oil': 901, 'eggplant ': 387, 'garlic': 259, 'green zucchini ': 968, 'capsicum': 362, 'salt': 778, 'tomato': 364, 'pepper': 339}  "," 'pepper','cooking oil','eggplant','garlic','green zucchini','capsicum','salt','tomato','pepper'"
11,"[' Tastira aux aubergines', '']",-   aubergines -   pommes de terre -    tomates -  poivrons verts - piment vert -    ail -   huile  olives -   tabel -    poivre noir -sel -huile    ,"{'piment vert': 362, 'pommes de terre': 373, 'huile': 901, 'aubergines': 387, 'ail': 259, 'tabel': 254, 'huile  olives': 979, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'poivrons verts': 339}","{'capsicum': 362, 'potato': 373, 'cooking oil': 901, 'eggplant ': 387, 'garlic': 259, 'coriander': 254, 'olive oil': 979, 'salt': 778, 'white pepper': 399, 'tomato': 364, 'pepper': 339}"," 'capsicum','potato','cooking oil','eggplant','garlic','olive oil','coriander','salt','white pepper','tomato','pepper'"
12,"[' Tchaktchouka maqliya', 'Ratatouille frite', '']",-   tomates -   poivrons -   oignon   -   huile -  ail -    sel -    poivre rouge  ,"{'poivrons': 339, 'huile': 901, 'ail': 259, 'sel': 778, 'oignon': 348, 'tomates': 364, 'poivre rouge': 339}","{'pepper': 339, 'cooking oil': 901, 'garlic': 259, 'salt': 778, 'onion': 348, 'tomato': 364, 'pepper': 339}"," 'pepper','cooking oil','garlic','salt','onion','tomato','pepper'  "
13,"[' Tchaktchouka mechwiya', 'Ratatouille grillèe', '']",-   tomates -   poivrons -  piments verts -  ail -   huile - œufs -    poivre rouge -    sel  ,"{'poivrons': 339, 'œufs': 0, 'huile': 901, 'ail': 259, 'piments verts': 362, 'sel': 778, 'tomates': 364, 'poivre rouge': 339}","{'pepper': 339, 'egg': 0, 'cooking oil': 901, 'garlic': 259, 'capsicum': 362, 'salt': 778, 'tomato': 364, 'pepper': 339} "," 'pepper','egg','cooking oil','garlic','capsicum','salt','tomato','pepper'"
14,"[' Tomates farcies à la mèchouiya', '']",-   tomates   - œufs   ou    persil -sel -   poivrons -   tomates -    ail -   citron   -  olives   -   thon blanc     -   câpres - œuf   -   huile  olives -   tabel -sel  ,"{'poivrons': 339, 'olives': 307, 'œufs': 0, 'thon blanc': 679, 'œuf': 0, 'ail': 259, 'tabel': 254, 'huile  olives': 979, 'sel': 778, 'tomates': 364, 'câpres': 414, 'citron': 240}","{'pepper': 339, 'olive': 307, 'egg': 0, 'albacore tuna': 679, 'egg': 0, 'garlic': 259, 'coriander': 254, 'olive oils': 979, 'salt': 778, 'tomato': 364, 'capers': 414, 'lemon': 240}"," 'pepper','olive','egg','albacore tuna','egg','garlic','coriander','olive oil','salt','tomato','capers','lemon'"
15,"['Torchis-mouchi', '']",-   courgettes -    ail -   vinaigre -   huile -    harissa -   carvi -sel  ,"{'huile': 901, 'carvi': 326, 'ail': 259, 'courgettes': 968, 'piment rouge ': 362, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'vinaigre': 322}","{'cooking oil': 901, 'caraway ': 326, 'garlic': 259, 'green zucchini': 968, 'capsicum ': 362, 'coriander ': 254, 'salt': 778, 'caraway  ': 326, ' cooking oil ': 901, 'vinegar ': 322}"," 'cooking oil','caraway','garlic','green zucchini','capsicum','coriander','salt','caraway','cooking oil','vinegar'"
0,"[' Chorba berkoukés ', 'Soupe aux petits plombs', '']",-      mouton -      plombs -    tomates -  oignons    -    coriandre  -    persil  -    céleri  -    menthe rouge  ou menthe sauce -    smen  -    huile  -    poivre rouge -    poivre noir -    sel -  pommes de terre   -  carotte -   courgettes - navet -      poie chiches   -      fèves  -     piment fort    ,"{'coriandre': 254, 'pommes de terre': 373, 'céleri': 329, 'semoule': 869, 'semouline': 869, 'sel': 778, 'persil': 338, 'navet': 358, 'courgettes': 968, 'huile': 901, 'oignons ': 348, 'mouton': 277, 'poivre noir': 399, 'fèves': 284, 'poivre rouge': 339, 'poie chiches': 417, 'menthe rouge': 262, 'smen': 60, 'carotte': 368, 'tomates': 364, 'piment fort': 362}","{'coriander': 254, 'potato': 373, 'celery ': 329, 'semolina ': 869, 'semolina ': 869, 'salt': 778, 'parsley': 338, 'turnip ': 358, 'green zucchini': 968, 'cooking oil': 901, 'onion ': 348, 'mutton': 277, 'white pepper': 399, 'beans': 284, 'pepper': 339, 'chickpea': 417, 'mint ': 262, 'butter': 60, 'carrot ': 368, 'tomato': 364, 'capsicum': 362}"," 'coriander','potato','celery','semolina','semolina','salt','parsley','turnip','green zucchini','cooking oil','onion','mutton','white pepper','beans','pepper','chickpea','mint','butter','carrot','tomato','capsicum'   "
1,"[' chorba frik ', 'soupe au blé vert concassé ', '']",-      mouton -    tomates  -      tomate  -  oignons  -     céleri  -    coriandre -  piment vert  -      pois chiches    -    smen  -    huile  -     poivre rouge -     poivre noir  -   frik  ,"{'piment vert': 362, 'coriandre': 254, 'huile': 901, 'tomate': 364, 'frik': 452, 'oignons ': 348, 'mouton': 277, 'pois chiches': 417, 'smen': 60, 'céleri': 329, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339}","{'capsicum': 362, 'coriander': 254, 'cooking oil': 901, 'tomato': 364, 'wheat': 452, 'onion ': 348, 'mutton': 277, 'chickpea': 417, 'butter': 60, 'celery ': 329, 'white pepper': 399, 'tomato': 364, 'pepper': 339}"," 'capsicum','coriander','cooking oil','tomato','wheat','onion','mutton','chickpea','butter','celery','white pepper','tomato','pepper'"
2,"[' Chorba au poulet ', '']",-  poulet -    huile  olive  -  poireaux  -    vermicelles  -      tomate -     persil  -    céleri  -     poivre noir  - sel  ,"{'poireaux': 345, 'tomate': 364, 'poulet': 272, 'huile  olive': 979, 'vermicelles': 484, 'céleri': 329, 'poivre noir': 399, 'sel': 778, 'persil': 338}","{'leek': 345, 'tomato': 364, 'chicken': 272, 'olive oil': 979, 'pasta': 484, 'celery': 329, 'white pepper': 399, 'salt': 778, 'parsley': 338} ","'chicken','olive oil','pasta','tomato','celery','white pepper','salt','parsley'  "
3,"[' Chorba mqafta ', 'Soupe aux petits Pâtes', '']",-     mouton  -   huile -    smen - oignon      - pomme de terre    -     pois    -   pois chiches     -   tomates   -   courgettes  -   coriandre -   menthe  -   poivre rouge -    poivre noir -  cannelle  -  carvi -   sel -     pâtes ou de vermicelles - citron   ,"{'pomme de terre': 373, 'coriandre': 254, 'pâtes': 484, 'huile': 901, 'menthe': 262, 'citron': 240, 'cannelle': 330, 'mouton': 277, 'pois chiches': 417, 'courgettes': 968, 'smen': 60, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'pois': 288, 'carvi': 326}","{'potato': 373, 'coriander': 254, 'pasta ': 484, 'cooking oil': 901, 'mint': 262, 'lemon': 240, 'cinnamon': 330, 'mouton': 277, 'chickpea': 417, 'green zucchini': 968, 'butter': 60, 'salt': 778, 'onion': 348, 'white pepper': 399, 'tomato': 364, 'pepper': 339, 'peas': 288, 'caraway': 326}"," 'potato','coriander','pasta','cooking oil','mint','lemon','cinnamon','chickpea','green zucchini','butter','salt','onion','white pepper','tomato','pepper','peas','caraway'"
4,"['chorba aux gombos ', '']",-      gombos -     fèves    -   oignons    -   graisse de khli'  -   viande -    poivre rouge -    piment fort   -    sel -    eau   ,"{'gombos': 347, 'eau': 794, 'viande': 276, 'sel': 778, 'fèves': 284, 'huile': 901, 'ail': 259, 'carvi': 326, 'poivre rouge': 339, 'poivre noir': 399, 'coriandre': 254, 'cumin': 332, 'Bœuf': 270, 'piment fort': 362, 'oignons': 348}","{'okra': 347, 'water': 794, 'meat': 276, 'salt': 778, 'beans': 284, 'cooking oil': 901, 'garlic': 259, 'caraway': 326, 'pepper': 339, 'white pepper': 399, 'coriander': 254, 'cumin': 332, 'beef': 270, 'capsicum': 362, 'onion': 348} ","'okra','water','meat','salt','beans','cooking oil','garlic','caraway','pepper','white pepper','coriander','cumin','beef'  ,  'capsicum','onion'"
5,"['Chorba à la rechta', '']",-   rechta -   tomates -   viande   -   pois chiches    -     persil -   céleri  -   huile -sel -   fèves   -     pois    ,"{'huile': 901, 'viande': 276, 'persil': 338, 'pois chiches': 417, 'céleri': 329, 'sel': 778, 'fèves': 284, 'tomates': 364, 'pois': 288, 'semoule': 869, 'farine': 920}","{'cooking oil': 901, 'meat': 276, 'parsley': 338, 'chickpea': 417, 'celery ': 329, 'salt': 778, 'beans': 284, 'tomato': 364, 'peas': 288, 'semolina': 869, 'flour': 920} "," 'cooking oil','meat','parsley','chickpea','celery','salt','beans','tomato','peas','semolina','flour'"
6,"['Chorba rouge tunisienne ', '']",-    agneau ou de veau  -   tomates -   huile  -   vermicelles  -   céleri -   persil     -   tabel -    poivre noir -    sel   ,"{'huile': 901, 'tabel': 254, 'vermicelles': 484, 'agneau': 275, 'céleri': 329, 'poivre noir': 399, 'sel': 778, 'tomates': 364, 'persil': 338}","{'cooking oil': 901, 'coriander': 254, 'pasta': 484, 'lamb': 275, 'celery': 329, 'white pepper': 399, 'salt': 778, 'tomato': 364, 'parsley': 338}"," 'cooking oil','coriander','pasta','lamb','celery','white pepper','salt','tomato','parsley'"
7,"[""Chorba à la tête d'agneau "", '']",-    agneau -  huile  olive  -    harissa -   poivre noir  -   vinaigre -   mermez  - œuf  -   sel -   eau   ,"{'œuf': 0, 'huile  olive': 979, 'agneau': 275, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'poivre noir': 399, 'mermez': 452, 'eau': 794, 'vinaigre': 322}","{'egg': 0, 'olive oil': 979, 'lamb': 275, 'capsicum': 362, 'garlic': 259, 'coriander': 254, 'salt': 778, 'caraway': 326, 'cooking oil': 901, 'white pepper': 399, 'wheat': 452, 'water': 794, 'vinegar ': 322}"," 'egg','olive oil','lamb','capsicum','garlic','coriander','salt','caraway','cooking oil','white pepper','wheat','water','vinegar'"
8,"['Dchicha tunisienne', '']",-  orge -    agneau  -     tomate  -   huile  - oignon     -    harissa -   tabel -    poivre noir  -    sel -    curcuma -  gingembre  -   eau  -jus   citron   ,"{'huile': 901, 'tomate': 364, 'tabel': 254, 'gingembre': 333, 'orge': 51, 'jus   citron': 240, 'agneau': 275, 'piment rouge ': 362, 'ail': 259, 'coriandre ': 254, 'sel': 778, 'carvi ': 326, ' huile ': 901, 'curcuma': 341, 'oignon': 348, 'poivre noir': 399, 'eau': 794}","{'cooking oil': 901, 'tomato': 364, 'coriander': 254, 'ginger': 333, 'barley': 51, 'lemon': 240, 'lamb': 275, 'capsicum ': 362, 'garlic': 259, 'coriander': 254, 'salt': 778, 'caraway': 326, ' cooking oil': 901, 'turmeric: 341, 'onion': 348, 'white pepper': 399, 'water': 794}","'cooking oil', 'tomato', 'coriander', 'ginger', 'barley', 'lemon', 'lamb', 'capsicum', 'garlic', 'coriander', 'salt', 'caraway', 'cooking oil', 'turmeric', 'onion', 'white pepper', 'water'"
9,"[' Artichauts farcis ', '']", -     agneau    -    artichauts    -    beurre  -    huile  -     farine  -     lait  -    gruyère    -    oignon   -  œuf    - poivre noir  - sel  -    persil     ,"{'farine': 920, 'huile': 901, 'beurre': 60, 'gruyère': 73, 'œuf': 0, 'agneau': 275, 'artichauts': 157, 'sel': 778, 'oignon': 348, 'lait': 88, 'poivre noir': 399, 'persil': 338}","{'flour': 920, 'cooking oil': 901, 'butter': 60, 'gruyere cheese': 73, 'egg': 0, 'lamb': 275, 'artichoke': 157, 'salt': 778, 'onion': 348, 'milk': 88, 'white pepper': 399, 'parsley': 338} ","'flour','cooking oil','butter','gruyere cheese','egg','lamb','artichoke','salt','onion','milk','white pepper','parsley'"
10,"["" Hrira au khli'"", '']",-   graisse de khli' -     fèvettes -   farine -   riz -   coriandre -    poivre rouge -   piment fort   -sel -jus   citron -   eau  ,"{'farine': 920, 'coriandre': 254, 'riz': 55, 'fèvettes': 284, 'eau': 794, 'jus   citron': 240, 'sel': 778, 'huile': 901, 'ail': 259, 'carvi': 326, 'poivre rouge': 339, 'poivre noir': 399, 'cumin': 332, 'Bœuf': 270, 'piment fort': 362}","{'flour': 920, 'coriander': 254, 'rice': 55, 'beans ': 284, 'water': 794, 'lemon': 240, 'salt': 778, 'cooking oil': 901, 'garlic': 259, 'caraway': 326, 'pepper': 339, 'white pepper': 399, 'cumin': 332, 'beef': 270, 'capsicum': 362}  ","'flour', 'coriander', 'rice', 'beans', 'water', 'lemon', 'salt', 'cooking oil', 'garlic', 'caraway', 'pepper', 'white pepper', 'cumin', 'beef','capsicum'  "
11,"[' Harira de fès', 'Soupe de levain ', '']",-    agneau -   tomates -     pois chiches     -   oignon    -   smen -   huile  -   riz  -    levain -   coiandre  -   safran -    sel -    poivre noir  ,"{'riz': 55, 'huile': 901, 'coiandre': 254, 'safran': 340, 'agneau': 275, 'pois chiches': 417, 'smen': 60, 'sel': 778, 'oignon': 348, 'farine': 920, 'vinaigre': 322, 'pain': 2, 'eau': 794, 'poivre noir': 399, 'tomates': 364}","{'rice': 55, 'cooking oil': 901, 'coriander': 254, 'saffron': 340, 'lamb': 275, 'chickpea': 417, 'butter': 60, 'salt': 778, 'onion': 348, 'flour': 920, 'vinegar': 322, 'bread': 2, 'water': 794, 'white pepper': 399, 'tpmato': 364}"," 'rice','cooking oil','coriander','saffron','lamb','chickpea','butter','salt','onion','flour','vinegar','bread','water','white pepper','tomato'"
